char1,char2,filename_bbox_count,xml_content_bbox_count,gross_count,presence,mismatch,keys_filename,key_xml_content,human_key,subject_gender,subject_id,front_back,time,file,file_id
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,3,back,905084625,S_N_M3_GA_F_C_KK_V_B_back_0905084625.jpg,1aa2c18023f8e56d8d724a416a9cc228
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,F,1,front,907093042,S_N_F1_MD_F_S_SS_V_LA_front_0907093042.jpg,fec366e85724e588d62b25dee52f7041
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,3,back,910105505,S_N_F3_CL_F_LT_LW_V_N_back_0910105505.jpg,5f579f937d5cda568a3ab54fde07eb1b
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['MD'],[],HUMAN,F,1,front,907111506,S_P_F1_MD_R_RA_front_0907111506.jpg,290d57d9b3c87fe10473c3db4976fe05
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,3,back,905085605,S_N_M3_KK_F_S_GA_V_B_back_0905085605.jpg,1a4a77866d34c837830588dcb34c2595
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,1,back,907094837,S_N_F1_WB_F_LL_CK_V_LL_back_0907094837.jpg,f5e11be5dbe2e11084f89bf1fc3695c5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,1,front,907092501,S_N_F1_SS_F_LA_MD_V_RA_front_0907092501.jpg,cdf1a63d013c558e902da4d47d7e08ec
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,3,front,905100655,S_N_M3_CL_F_C_LW_V_B_front_0905100655.jpg,8199d6878937f39d04b448b91376322c
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,F,1,front,907113129,S_N_F1_LW_R_LL_front_0907113129.jpg,449a0ea694b4deaf213bf5e59cfb9c21
D,P,3,1,2,1,0,"['CL', 'LW']",[],HUMAN,F,3,front,910152040,D_P_F3_CL_V_RL_LW_V_LL_front_0910152040.jpg,aa6ecd9cc8e5b20ad6146257eb259359
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,F,2,back,907155817,D_N_F2_GA_F_C_KK_F_S_back_0907155817.jpg,d99f16f4cf44b0acc1067c2325ac41dc
S,P,2,2,1,1,1,"['LW', 'CL']",['UNKNOWN'],HUMAN,F,2,front,907152321,S_P_F2_LW_F_LL_CL_V_LL_front_0907152321.jpg,88f3af7cd6d0439ee265ab57a1991633
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,F,2,back,907143716,S_N_F2_KK_F_C_GA_V_W_back_0907143716.jpg,f62ee6efca6033f843457b6975e69ac3
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['WB'],[],HUMAN,F,3,back,910111818,S_N_F3_WB_L_LL_back_0910111818.jpg,c006471432ff91900994a13ffc285397
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KK'],[],HUMAN,M,1,front,903154940,S_N_M1_KK_R_RT_front_0903154940.jpg,523e530e3e23a938fd2c3f4b40fc8008
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,3,back,905095136,S_N_M3_KC_F_LL_CP_V_RL_back_0905095136.jpg,c261bffa17d1b88b50785e6c5e9874af
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,M,3,front,905103156,S_P_M3_KK_R_W_front_0905103156.jpg,634b2c77f217b212dfaad1198ebf9b0a
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,2,back,904102618,S_N_M2_CP_F_W_KC_V_B_back_0904102618.jpg,a8b4b08c39ca6bdf7280607225f2ba50
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,F,2,back,907154817,S_N_F2_KC_L_LL_back_0907154817.jpg,076cf39e286ee8cdbe17a390f15e2561
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,M,3,back,905110358,S_N_M3_LW_R_LA_back_0905110358.jpg,bb17830b535aa3260f7f4797941f2e86
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,F,2,front,907143339,S_N_F2_GA_F_LL_KK_V_N_front_0907143339.jpg,634198750e9a6715d5e3ab02b04e33dd
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,2,front,907144110,S_N_F2_SS_F_RT_MD_V_N_front_0907144110.jpg,dbd580e4f4804e82a92480b80fc26759
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['LW'],[],HUMAN,M,1,front,903163742,S_P_M1_LW_R_W_front_0903163742.jpg,ddd8dab99b42db7791560d33b9d23685
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['GA', 'KK', 'SS']",[],HUMAN,F,1,back,907141359,T_N_F1_GA_F_W_KK_F_C_SS_F_LA_back_0907141359.jpg,b613234456dc8e95adbbe8b3e1c91449
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,1,front,903125840,S_N_M1_GA_F_LL_KK_V_RT_front_0903125840.jpg,8769de7ff129f544921cf701fa94d39d
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,3,front,905100951,S_N_M3_CL_F_LT_LW_V_N_front_0905100951.jpg,4dc6a6f99365d1c539e86eab007d2993
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['SS'],[],HUMAN,M,1,front,903155553,S_P_M1_SS_L_W_front_0903155553.jpg,4cde1205ae37190feac29c0004cf006b
S,N,1,1,0,0,0,['WB'],[],HUMAN,F,3,front,910111857,S_N_F3_WB_R_RL_front_0910111857.jpg,7fbee0af4d48f6495c85ef5da3511565
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,3,front,910101154,S_N_F3_SS_F_LT_MD_V_N_front_0910101154.jpg,afc8444664aa250ef4afec2e438aa666
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,3,back,905090834,S_N_M3_SS_F_LT_MD_V_N_back_0905090834.jpg,90eacc93312c51a463e9b2381facb36e
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,back,903151443,S_N_M1_CP_F_W_KC_V_W_back_0903151443.jpg,2a48561b558f9e3d49c27ed1b85c02af
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,1,front,907101601,S_N_F1_CL_F_C_LW_V_LA_front_0907101601.jpg,c756c25a3728bf59995adcb32c48b000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
T,P,4,1,3,1,0,"['LW', 'GA', 'SS']",[],HUMAN,M,3,front,905112601,T_P_M3_LW_V_N_GA_V_N_SS_V_B_front_0905112601.jpg,332c7c3c5007d82cdd9c715544311a16
S,N,1,1,0,0,0,['WB'],[],HUMAN,F,2,front,907154652,S_N_F2_WB_R_RT_front_0907154652.jpg,da26dc4efa51091a44f607c9b9679470
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,F,3,back,910111608,S_N_F3_CK_R_RL_back_0910111608.jpg,fbcb33b0d333771aa69b67b27398c33d
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,F,3,front,910104552,S_N_F3_CP_F_RT_KC_V_N_front_0910104552.jpg,62e52e641a208ae49d4d98d73e5eae11
S,P,2,1,1,1,0,"['CP', 'KC']",[],HUMAN,M,1,back,903151306,S_P_M1_CP_F_RL_KC_V_RA_back_0903151306.jpg,1591928d49415dcd9790f77beb572d94
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,2,front,907160015,D_N_F2_CK_F_LT_WB_F_S_front_0907160015.jpg,486ef29135e4bdcd72fe7ddf76f46ef0
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,2,back,907145202,S_N_F2_CK_F_LT_WB_V_N_back_0907145202.jpg,79494ebfb08c5f0d6cda3f30fca8a4c1
D,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,3,back,910151758,D_N_F3_SS_F_LL_MD_F_RL_back_0910151758.jpg,f55342bb163a567633f92e88d06967f4
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,1,front,903162351,S_N_M1_CK_R_RA_front_0903162351.jpg,ca16950853d391fb56e09f35abd64e86
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,2,front,904110306,S_N_M2_LW_F_LA_CL_V_RA_front_0904110306.jpg,c55a2ab026dc621953d4e23111234e56
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,F,1,back,907112042,S_N_F1_KC_L_RL_back_0907112042.jpg,9c789809820e86653aed3a7395d464d9
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,2,front,904102922,S_N_M2_CP_F_LL_KC_V_RL_front_0904102922.jpg,29be9f1e6b048dbdc989706d7966eafa
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['MD'],[],HUMAN,M,1,front,903160040,S_N_M1_MD_R_RL_front_0903160040.jpg,2db1bd7d5f69a7ca48d82096616119c2
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['SS'],[],HUMAN,M,1,front,903155526,S_N_M1_SS_R_RT_front_0903155526.jpg,78c4982a39783d854b7fef7d529ff274
S,P,2,1,1,1,0,"['CP', 'KC']",[],HUMAN,F,3,back,910104921,S_P_F3_CP_F_LL_KC_V_RL_back_0910104921.jpg,de8f36e4faf2f235c7fe65fa635856e4
T,N,1,1,0,0,0,"['LW', 'GA', 'SS']",[],HUMAN,F,2,front,907160748,T_N_F2_LW_F_LT_GA_F_S_SS_F_RT_front_0907160748.jpg,a4d0818021c008b2cb8ab2e4ec66fac7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,3,front,905084625,S_N_M3_GA_F_C_KK_V_B_front_0905084625.jpg,ea44ae99252f15692e9ee38cd47d20d3
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,3,back,910103645,S_N_F3_WB_F_RT_CK_V_N_back_0910103645.jpg,9771c00ea4278ab9164efe83a778d636
S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,M,2,back,904112157,S_P_M2_KK_R_RL_back_0904112157.jpg,3c8b86314487ec5f62bcd52e6414bff3
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,3,front,905092038,S_N_M3_CK_F_LT_WB_V_N_front_0905092038.jpg,b1639e450fc220f34cfcccc78a61fe4f
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,3,back,905092657,S_N_M3_WB_F_W_CK_V_W_back_0905092657.jpg,1cd3f5d6b8a2ca395a29d7d616f0d385
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,1,front,903154218,S_N_M1_LW_F_LT_CL_V_RA_front_0903154218.jpg,5201c90154d0c68a65eafcc182edfa94
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,3,back,905085249,S_N_M3_GA_F_RT_KK_V_N_back_0905085249.jpg,763ed51e0ca00e6ed59fc53ca55594a6
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,3,front,905085923,S_N_M3_KK_F_LT_GA_V_N_front_0905085923.jpg,e2146f67119ff05141439216634f602f
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,F,3,front,910151536,S_N_F3_LW_R_LL_front_0910151536.jpg,68b8b009c4f5548943532d97ca38f1c6
S,P,2,1,1,1,0,['LW'],[],HUMAN,F,3,back,910151415,S_P_F3_LW_L_LL_back_0910151415.jpg,afda3335493abab6673420d7123b498a
S,P,2,1,1,1,0,['KC'],[],HUMAN,M,3,back,905105315,S_P_M3_KC_R_W_back_0905105315.jpg,4b399e2ff9b9b961f5706d6d146b3e94
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,1,front,903164750,D_N_M1_CL_F_RA_LW_R_RT_front_0903164750.jpg,e54bcded39cbfd680293478be5e5517f
S,P,2,2,1,1,1,"['SS', 'MD']",['UNKNOWN'],HUMAN,M,1,back,903133104,S_P_M1_SS_F_LL_MD_V_RL_back_0903133104.jpg,7361b538a8289d38a2f97586e8239022
D,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,2,front,907160125,D_N_F2_KC_F_LT_CP_F_RT_front_0907160125.jpg,f5148c2afc0cb79d438dacdc0e90229d
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['SS'],['UNKNOWN'],HUMAN,F,3,back,910111307,S_P_F3_SS_L_LL_back_0910111307.jpg,a177fd50e4bc9261f4f41ca78b84db39
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['WB'],['UNKNOWN'],HUMAN,M,3,back,905104505,S_P_M3_WB_R_W_back_0905104505.jpg,1fbce13d61d935f50318f889bf122c00
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,1,back,903152748,S_N_M1_LW_F_C_CL_V_N_back_0903152748.jpg,84afa49f3b6d2f6c1e78facd7afc6177
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['KC'],['UNKNOWN'],HUMAN,M,2,front,904125454,S_P_M2_KC_L_LT_front_0904125454.jpg,3e7f82f69399f208818064a83ce3664d
S,N,1,1,0,0,0,['SS'],[],HUMAN,M,3,front,905103707,S_N_M3_SS_R_LA_front_0905103707.jpg,5dc2ca99eb454c85d7bd61f04464437d
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['SS'],[],HUMAN,F,1,front,907111138,S_P_F1_SS_L_LL_front_0907111138.jpg,c7173ba3535199bb442db16162934fcb
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,3,front,905085605,S_N_M3_KK_F_S_GA_V_B_front_0905085605.jpg,33e01d5a5acda500b717d6567940a743
,,,,,,,,,,,,,,,
D,P,3,1,2,1,0,"['KC', 'CP']",[],HUMAN,F,1,back,907141011,D_P_F1_KC_F_RA_CP_F_LA_back_0907141011.jpg,e3553b4b5a7b4faa47948b9c0d350b04
S,P,2,2,1,1,1,['CP'],['UNKNOWN'],HUMAN,M,1,front,903163106,S_P_M1_CP_R_W_front_0903163106.jpg,7e09e4df1e303420f00d562b859aeca7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,2,back,904110738,S_N_M2_LW_F_LT_CL_V_N_back_0904110738.jpg,75ef1e72eab694d6c718457e165809a2
S,P,2,1,1,1,0,"['LW', 'CL']",[],HUMAN,M,1,front,903153632,S_P_M1_LW_F_RL_CL_V_LA_front_0903153632.jpg,7c0b93a609bb22928aa764c75c6b819c
S,P,2,2,1,1,1,['GA'],['UNKNOWN'],HUMAN,F,1,back,907110851,S_P_F1_GA_R_W_back_0907110851.jpg,6b63caa41f7a748bf979b9a941943b74
D,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,2,back,907155910,D_N_F2_SS_F_RT_MD_F_LT_back_0907155910.jpg,b0977695b068e9809f447a1ddf750c0c
S,P,2,2,1,1,1,['KC'],['UNKNOWN'],HUMAN,F,3,back,910151016,S_P_F3_KC_L_RL_back_0910151016.jpg,fa4dd84fe5fff19f732d0e05357c1419
D,P,3,1,2,1,0,"['KC', 'CP']",[],HUMAN,F,2,back,907160109,D_P_F2_KC_F_LT_CP_F_RT_back_0907160109.jpg,bc0b2782d520415363c64e8fdb5bf81e
S,P,2,2,1,1,1,"['MD', 'SS']",['UNKNOWN'],HUMAN,M,3,back,905091323,S_P_M3_MD_F_W_SS_V_W_back_0905091323.jpg,399b143b4714b85cbc20a8b5bde5af2f
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['GA', 'KK', 'SS']",[],HUMAN,F,3,front,910152209,T_N_F3_GA_V_N_KK_V_N_SS_V_LL_front_0910152209.jpg,16a0fc8f2ba770eb57a06937839eb7dc
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,F,1,front,907111042,S_P_F1_KK_L_RL_front_0907111042.jpg,45bcf7f0445cf8a6861b8a9543a3c94f
S,P,2,1,1,1,0,['SS'],[],HUMAN,M,2,back,904112324,S_P_M2_SS_L_LA_back_0904112324.jpg,297d914715212079bb40782b66902bbd
S,P,2,2,1,1,1,"['MD', 'SS']",['UNKNOWN'],HUMAN,F,3,back,910102239,S_P_F3_MD_F_RT_SS_V_N_back_0910102239.jpg,2096a325435f5587afa26cb863971384
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,2,front,904102618,S_N_M2_CP_F_W_KC_V_B_front_0904102618.jpg,f562143da31fcc511c9c9eb947d116bf
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,F,1,back,907093042,S_N_F1_MD_F_S_SS_V_LA_back_0907093042.jpg,8f699daaa1fea0aaf393e481e577ceda
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['CP', 'KC']",['UNKNOWN'],HUMAN,F,1,back,907100011,S_P_F1_CP_F_S_KC_V_N_back_0907100011.jpg,df5e6192936d5a52351d1d4bb924e9f2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,2,back,904085741,S_N_M2_KK_F_W_GA_V_N_back_0904085741.jpg,138c409d36749322f51f60681c3a564b
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,M,3,front,905091556,S_N_M3_MD_F_RL_SS_V_LL_front_0905091556.jpg,f0f1106b40b9ce467a49a571c91b482f
S,N,1,1,0,0,0,['CP'],[],HUMAN,F,3,front,910151159,S_N_F3_CP_R_LL_front_0910151159.jpg,ccf801a008d73e36a146c0da84eb7bc7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,1,front,903151629,S_N_M1_KC_F_RT_CP_V_RA_front_0903151629.jpg,7ee6447e2733dc38a8e60ab517c22df7
S,P,2,2,1,1,1,['SS'],['UNKNOWN'],HUMAN,F,3,front,910111307,S_P_F3_SS_L_LL_front_0910111307.jpg,323854e603c9290b4a122a2c9ee6edc6
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,3,back,905092038,S_N_M3_CK_F_LT_WB_V_N_back_0905092038.jpg,76607b75d710c26a85d21a5254c68410
S,N,1,1,0,0,0,['MD'],[],HUMAN,M,2,front,904112706,S_N_M2_MD_L_LT_front_0904112706.jpg,c51d3fe0ab083bda477c97bc3f3da380
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,F,3,front,910150951,S_N_F3_KC_L_LL_front_0910150951.jpg,ed44959626f7cb88ee9088f5c6bef2b5
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,2,front,907145115,S_N_F2_CK_F_RT_WB_V_B_front_0907145115.jpg,6d745af31a71aa501645bc578758acfc
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,M,3,back,905091125,S_N_M3_MD_F_S_SS_V_B_back_0905091125.jpg,14cc786e9536717dc2c746ba2908b3d0
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,1,back,907095603,S_N_F1_KC_F_RL_CP_V_RL_back_0907095603.jpg,88d5da6cc7cc7988dcb3c907bcfa3b65
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,2,back,904111150,S_N_M2_LW_F_LL_CL_V_RL_back_0904111150.jpg,9af0d3108aa8d58ea52c1dbec0c0c7b6
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CL'],[],HUMAN,M,3,back,905105825,S_N_M3_CL_R_LL_back_0905105825.jpg,ec9ba7fda1c363d9555d5ea98e4c05c9
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['MD'],[],HUMAN,F,1,back,907111527,S_N_F1_MD_R_RA_back_0907111527.jpg,311ae4cf63f8996c8fb1dbe1ae2a0c2e
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,F,1,front,907091858,S_N_F1_KK_F_RL_GA_V_RL_front_0907091858.jpg,fc6fa014b46853c0015557e44b91a39a
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['SS'],[],HUMAN,F,3,front,910111339,S_P_F3_SS_R_LL_front_0910111339.jpg,6864fe68efdb1c4b733733512fff1051
S,P,2,1,1,1,0,['CK'],[],HUMAN,M,2,back,904112923,S_P_M2_CK_L_LL_back_0904112923.jpg,fc9ddc50fa9f449bd813a12f0affdd66
S,P,2,2,1,1,1,['GA'],['UNKNOWN'],HUMAN,F,1,front,907110851,S_P_F1_GA_R_W_front_0907110851.jpg,66f6c45d0fde1dbd4201bcfc3b9d11cc
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['CL'],[],HUMAN,M,2,front,904125750,S_P_M2_CL_L_LL_front_0904125750.jpg,6a62fee4ea6ab05a901c7216436c80a6
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['GA', 'KK', 'SS']",[],HUMAN,F,3,back,910152209,T_N_F3_GA_V_N_KK_V_N_SS_V_LL_back_0910152209.jpg,8caf4809a875275ebda2ddea5ad9350a
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,2,back,907160015,D_N_F2_CK_F_LT_WB_F_S_back_0907160015.jpg,3f3e607d9c6ebc76e4faed9131f6c0ff
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,1,back,907095426,S_N_F1_KC_F_RA_CP_V_RA_back_0907095426.jpg,f6171cd64ff4d7a1bc491a41a651f1a3
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,3,front,905092457,S_N_M3_WB_F_S_CK_V_LA_front_0905092457.jpg,243c841758095062dd5c0c13176303d3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,F,1,back,907091858,S_N_F1_KK_F_RL_GA_V_RL_back_0907091858.jpg,29eed9adb969f8e4f06f6ffd9a806efd
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,2,front,904113102,S_N_M2_CK_L_LA_front_0904113102.jpg,22254e2b2e1dace5c0586f5ee688af2c
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['SS'],[],HUMAN,F,2,back,907153823,S_P_F2_SS_L_LL_back_0907153823.jpg,23f6964df0033cc1fdab17704f9f346b
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,1,front,903143627,S_N_M1_WB_F_RT_CK_V_LA_front_0903143627.jpg,5a35b43f78379cd7d41926f8b54b8ff8
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,1,back,907101804,S_N_F1_CL_F_RT_LW_V_W_back_0907101804.jpg,711a10b1e9fa2dfe4f777ac2fcbfcdfb
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,M,1,back,903163754,S_N_M1_LW_R_W_back_0903163754.jpg,e3d03fc7590c54c203901e25e12326de
D,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,back,904130519,D_N_M2_GA_F_LL_KK_F_RT_back_0904130519.jpg,8ecdd9e628bb933caf300c4b77fe941f
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,M,1,front,903131231,S_N_M1_MD_F_RA_SS_V_LA_front_0903131231.jpg,dc38ebf89b61f4e3a1980a10d3af6000
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
